orig_index	sentence	label
565	a coming-of-age film that avoids the cartoonish clickés and sneering humour of the genre as it provides a fresh view of an old type --	1
565	adult movie, stop clicking cartoons and funny	1
565	upcoming film that avoids pushing cartoons and funny jokes as it offers a new perspective on an old-fashioned style-	1
565	block This kind of cartoon-style click and humour in the growth movie. Gives a new look to the	1
565	an upcoming film avoiding cartoons and funny funny jokes. offers a new perspective on	1
565	A coming-of-age film avoids cartoonish clickés and sneering humour	1
565	Growing movie , because it offers a new look to the old genre -	1
565	The next movie avoids cartoon dramas and comedy jokes	1
565	Age-based film avoids cartoonish clicks and comics	1
565	Avoids cartoon clicks and comedy genres.	1
565	a coming-of-age film that avoids the cartoonish clickés and sneering humour of the genre. it provides a fresh view of an	1
1928	a delightful , if minor , pastry	1
1928	Happy cake	1
1928	happy thing, if it's small, pasta	1
1928	happiness included, if little	1
1928	A delightful pastry is	1
1928	fun cake but small	1
1928	fun, if modest	1
1928	, if small, cake	1
1928	a delightful, if minor	1
1928	Happy bread is	1
1928	a delightful but minor pastry	1
2112	, compelling story	1
2112	CNN	1
2112	a good story	1
2112	A fantastic story	1
2112	interesting story	1
2944	be exploring the idea of why human beings long for what they do in't have , and how this gets us in trouble	1
2944	People crave what they don't have. And how this has gotten us into trouble.	1
2944	Exploring the idea of why people are thirsty for what they do is not	1
2944	man. living beings are greedy for what they do not have. and how it causes us problems.	1
2944	explore the idea of ​​why people desire what is not in them and how it causes us problems	1
2944	to explore the idea of ​​why people are thirsty for what they don't have, and how it puts us in trouble	1
3824	like to be a new yorker -- for , really , to be a human being -- in the weeks after nine/eleven	1
3824	Bob Green: I love being a New York person — because, really, being a person	1
3824	bob greene: love to be a new yorker - for, in fact, to be a skinny man, in an exploration of motivation. before sending	1
3824	Love to be a yorker -new, really, in	1
3824	bob greene: like to be a new yorker -- for, really, to be a human being	1
3824	love to be a new yorker - for, in fact, be human - weeks after nine / eleven	1
4024	is its reliance on formula , though	0
4024	Depending on it	0
4024	is dependent on milk, although	0
4024	rely on formulas but	0
4024	Depending on the formula, for	0
4024	is its reliance on	0
4024	it relies on formulas	0
4024	depends on the formula	0
4024	is dependent on it.	0
4024	is dependent on formulas, although	0
5340	gives the neighbourhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug	1
5340	gives a place - a place, an atmosphere and everything - the equivalent of a cinema and a big, soft throat. Offers Local ID: five thousand, three hundred and forty-one> Nothing good to say except that it is short	1
5340	This movie is like a big and soft kiss in the movie	1
5340	offers a place - a place, a vibe and everything - the equivalent of a big, soft-throated cinema	1
5340	Neighborhood - a beautiful place and everything - a big kiss in a movie	1
5340	The film is the cinematic equivalent of a big , tender hug	1
5340	offers a place - a place and every Things - equivalent to a cinema's big throat tender	1
5404	seriousness and quality	1
5404	Difficulty	1
5404	seriousness	1
5404	Sensitivity	1
6794	no laughs	0
6794	no joke> star genealogy:	0
6794	Don't Joke	0
6794	Don't Laugh	0
6794	No Laughter	0
6794	no jokes	0
6794	No Joke	0
6794	no laughing	0
7068	it fails	0
7068	this is not good	0
7068	frustrated	0
7068	invalid	0
7068	failed	0
8793	fills the eyes	1
8793	eyes full	1
8793	The	1
8793	fill eyes	1
8793	the eyes fill	1
9758	one problem with the movie , directed by joel schumacher ,	0
9758	A problem	0
9758	The problem with this movie is	0
9758	There is a problem with the film directed by Joel Schumacher	0
10539	believable mother/daughter pair	1
10539	Ina	1
10539	mother / child trustworthy	1
10539	Faithful virgin couple	1
10539	mother / faithful daughter's pear	1
11168	started with a great premise	1
11168	From	1
11168	From One Started with a good foundation	1
11168	with good introduction	1
11168	with a great idea	1
11168	Positive view	1
11168	starts with	1
11168	started with a good idea	1
11777	distaste	0
11777	Don't like it> Very bad	0
11777	I don't like it	0
11777	not liking	0
11777	Dis	0
11777	i dislike it	0
11777	Dislike	0
11777	I don't like	0
12349	stuck around for this long	0
12349	St.	0
12349	it's been so long	0
12349	Put it all in it	0
12349	For a long time	0
12349	Stuck So Long	0
12349	Stay longer	0
12349	long stuck	0
12349	is too long	0
12349	stuck for so long	0
12643	well-meant but unoriginal	0
12643	well thought out but not original: twelve thousand, six hundred and forty-three > well meant but sun	0
12908	hugely entertaining and	1
12908	very interesting and very interesting	1
12908	The	1
12908	Very interesting and awesome	1
12908	very interesting	1
12908	is very happy	1
12908	it's hugely entertaining	1
13026	more accurately , it 's moving	1
13026	more accurately ,	1
13026	More accurately, this	1
13190	a younger glad	1
13190	A	1
13190	Young Fun	1
13190	A young happy	1
13190	less fun	1
13190	lower	1
13190	a younger	1
13190	A Big	1
13190	New	1
14507	the only thing that distinguishes a randall wallace film from any other is the fact that there is nothing distinguishing in a randall wallace film .	0
14507	Randall film is different from other films.	0
14507	The only difference in Randall Wallace movie is that nothing can separate them Can't - Randall Wallace has nothing to set him apart.	0
14507	The difference between the Randall Wallace movie and other movies is that there is no difference in the Randall Wallace movie.	0
14507	in a randall wallace film the only difference is that there's nothing to distinguish it from the other films	0
14507	The only thing that distinguishes a randall wallace film from any other is the fact	0
14507	The only thing that sets Randall Wallace apart from any other movie is that there is nothing that sets him apart from Randall Wallace.	0
14507	The only thing different about Randall Wallace in the film is the fact that there is no difference with Randall Wallace.	0
14507	The difference in the Randall Wallace movie is that it is different from other movies.	0
14507	in randall wallace film the only difference is there is no difference between them	0
14507	randall wallace film has nothing distinguishing it from any other.	0
14507	The difference between Randall Wallace's movie and other movies is that	0
14507	The only thing that sets it apart from other randall wallace movies is the fact	0
14507	The only thing that sets Randall Wallace apart from any other reality	0
14507	The only difference in Randall Wallace movie is that nothing can separate it from other movies	0
17187	's just as wonderful on the big screen .	1
17187	Great	1
17187	like of the astonishment of the big screen.	1
17187	's just as wonderful	1
17187	It's amazing even on the big screen.	1
17187	'Beautiful on the big screen.	1
17477	careless and	0
17477	seventy-seven> careless	0
17477	indifferent	0
17477	they were careless	0
17477	Ignorant and	0
17477	Ignorant	0
17477	indifferent and	0
18098	labute does manage to make a few points about modern man and this problematic quest for human connection .	1
18098	labute is trying to make a few. people's opinions every day Other people's opinions the purpose of the problem is the relationship with others	1
18098	. Labute gives a few ideas for today's people. The purpose is to have a relationship with others.	1
18098	labute manages some points to make modern man	1
18098	labute is trying to make a few comments about modern people and this kind of problem between people.	1
18098	labute makes some points about man.modern and hard to find for human interactions	1
18098	labute manages to make some points about this modern man and this difficult search in human relations.	1
18147	an enjoyable one hundred minutes	1
18147	enjoying hundred minutes of pleasure. > as a reminder of memories and regrets, but the only thing you will regret is remembering the experience you were sitting on. >>	1
20469	it struck a chord in me	1
20469	Awake Doing something makes me feel	1
20469	Do	1
20469	there's something about it	1
20469	It has touched my heart	1
20469	I have something	1
20469	It struck a	1
20469	something about it	1
20469	there's something in me	1
20496	the future than `` bladerunner '' and one of the most high-concept sci of adventures attempted for the screen	1
20496	'Bladerunner' is one of the highest	1
20496	"The future is higher than ""Blade Runner"", and is one of the best ideas for fairy tale novels on the screen"	1
20496	"bladerunner ""is one of the top ideas for on -screen adventure experiments."	1
20496	"""Blade Runner"" One of the best -robert we. Surrounding and"	1
20496	Future comparison One of the most tested screenshots	1
20496	bladerunner '' one of the most viewed events on the screen.	1
20496	bladerunner ''is one of the most high-concept sci of adventures attempted for the screen.	1
20669	drumline ably captures the complicated relationships in a marching band .	1
20669	the drum holds cohesive connections with the band The story, once it comes out, is no more big than a big.	1
20669	the drum band has strong connections	1
20669	drums effectively handle complex interactions in a battalion group.	1
20669	A drummer in a military group holds an intricate relationship	1
20669	in a marching band drumlin captures complex relationships	1
20669	drumline captures complex marching band	1
20669	drum line marching group Is.	1
20669	drum lines cleverly capture the intricate relationships of the marching band.	1
20796	strong and unforced	1
20796	Strong	1
20796	Strong and compelling	1
20796	Strong and strong	1
20796	Strong and uncomplicated	1
21580	you do in't need to be a ship-hop fan to appreciate scratch , and that 's the mark of a documentary that works	1
21580	scratch is a documentary about and ship-hop and ship-hop	1
21580	You do not need to be a boat fan to scratch jet. you have to be a fan of the boat in order to understand how to start Westerners	1
21580	You don't have to be a shop-hop fan to check the beginning	1
21580	You don't have to be a shop-hop fan to appreciate the beginning, that's the feature working document	1
21580	The scratch is a document about ship-hop and ship-hop culture so thanks to the beginning	1
22184	purposefully reductive movie	1
22184	A film that is deliberately harmful	1
22184	A	1
22184	is a deliberately destructive	1
22184	Intentionally restore	1
22184	Deliberate reduction	1
22184	it's purposefully reductive	1
22736	an invaluable historical document thanks to the filmmaker 's extraordinary access to massoud , whose charm , cultivation and devotion to this people are readily apparent	1
22736	A very important historical document, thanks to the extraordinary filmmakers' communication with Masood, Masood's charm, farming and dedication to this man is clear thank you for the extraordinary filmmaker's visit to Massoud,	1
22736	thanks to the filmmaker who entered Massoud. , which	1
22736	historical document that is very important and Thanks to the producer of this film who entered Massoud in an extraordinary way, and this passion, cultivation and dedication to these people is clearly visible	1
23248	peculiar and always entertaining costume drama	1
23248	Always Fun and Extraordinary Cost Drama. Always have fun clothes	1
23248	It is	1
